,PC1,PC2,PC3,cell_type
100.81.071,-0.8235164557163145,3.1160927699796694,-0.6731947095789856,Epithelial
100.82.001,-1.3285746618020249,3.8067524798086634,-0.5594262304316278,Epithelial
100.82.022,-1.1646245531912771,3.262234680522521,-1.030513063732988,Epithelial
100.82.026,-1.7092196385650444,3.2495531459517935,-2.0393743320003157,Epithelial
100.82.036,-1.9835039137316088,6.118053617738793,-1.0535146615434452,Epithelial
100.82.042,-1.6494502218745501,4.960064827159913,-0.13485351603009246,Endothelial
100.83.028,-2.65376937987192,5.812998709541885,-0.3068014609645777,Epithelial
100.83.031,-1.5355748347852347,3.53631443633114,1.3979555630404361,B
100.83.04,-1.5354283629558454,4.2341847159431865,-0.9292832078583768,Fibroblast
100.83.042,-0.6285540651664192,4.558932618511936,2.978707840737195,B
100.83.05,-0.9556148224097878,3.9694767305261935,1.3642897324328407,B
100.83.063,-0.7456568030899549,2.7936157641024844,-2.42531665412401,Epithelial
100.84.021,-1.0145671101060705,4.054359863117669,-0.25598591986971597,Epithelial
100.84.036,-2.1129636332985866,5.4475994091051625,-0.909420369114083,Epithelial
100.84.049,-1.217533346164308,3.3329245555349103,0.46554074800161493,B
100.85.029,-1.2554401697662239,4.644505194484547,-0.9009453969375276,Epithelial
100.85.031,-2.0465132542941027,3.8716191716010995,-0.24733672394858888,B
100.86.001,-1.388440687705203,4.020207196536484,-1.042198113612619,Epithelial
100.86.003,-2.3914855870438623,4.630209157194058,-1.3654569161746584,Epithelial
100.86.018,-2.1024302813134907,7.433552942477845,-1.5094266286716609,Epithelial
100.86.031,-1.7747052955112146,2.7100117653885443,-1.7637023145538961,Epithelial
100.86.033,-1.2005257788663424,2.1239900733495123,-0.4068156238881063,B
100.86.034,-0.756875933704542,1.7295329451025,-1.233165829920424,Endothelial
100.86.042,-1.3969675382065039,5.192292042987026,2.176164166014651,B
100.86.052,-3.0553444211150524,6.447762854376499,-1.5994260690007498,Epithelial
100.86.072,-0.8118105615736363,4.436230479675961,-0.9551426245356025,Epithelial
100.87.003,-2.3922934031340013,5.15917352389653,-1.2446898236648345,Epithelial
100.87.022,-2.012995589469897,4.387257828644296,-0.14726247331260098,B
100.87.023,-2.5079408525382965,4.574693204251535,-1.2130790946804668,Epithelial
100.87.024,-1.267569825484459,3.8092653893331687,-0.30919653500310973,B
100.87.036,-1.308736462291392,3.4726491009621125,-0.6970613183494963,Epithelial
100.88.033,-0.6453934902211507,2.366300098781136,2.303848857298501,B
100.89.021,-1.801461461501911,4.122585286880495,-0.7494274566614526,Smooth muscle
100.89.028,-0.9111896068119152,3.923002199325766,1.9452902451714718,B
100.89.036,-1.3083667411485045,3.223325234891818,-0.9871322993461931,Epithelial
100.89.054,-1.9020541912535966,4.893957347321061,-0.7940333319734239,T_CD3
100.89.072,-1.9477689979498312,4.584166070802296,-0.9621464148864771,Epithelial
100.9.002,-1.699262336963097,3.9559725596205695,-0.4678407297612652,Epithelial
100.9.006,-2.636659375324194,5.884423605141958,0.29578021700550206,Epithelial
100.9.008,-0.880220466979775,3.8090855261576824,-0.045121421403105315,Endothelial
100.9.01,-2.0060327112242327,4.3016808755053395,0.6243396856815775,Smooth muscle
100.9.011,-1.2456540440712365,3.106511430324909,0.5629247684305262,Fibroblast
100.9.016,-3.4119202095584065,5.2683272675055415,-1.6871571001206602,Smooth muscle
100.9.018,-1.202971515207928,2.9658181463002298,1.0374394862781422,
100.9.019,-0.9891400377993332,3.6424819730306783,2.296895144243422,B
100.9.021,-2.9312104591272967,6.008248715422859,0.6844549268530623,Endothelial
100.9.03,-1.597603012599086,4.684256537618902,-0.11389605874990587,T_CD3
100.9.031,-1.1213376892133478,3.335496287709364,0.9195168426337526,B
100.9.032,-1.1217427902975032,3.50290115638893,-1.333523409606123,Smooth muscle
100.9.033,-1.0550787794858218,3.3013391715492184,0.7216566088185852,
100.9.035,-1.6274145309155719,4.853690289828443,3.1282957744754687,
100.9.036,-2.3611534930533224,4.9966713587986655,0.29348861915642266,T_CD8A
100.9.037,-1.9371714950881938,4.749112556275615,-0.06725227150851555,
100.9.04,-0.9001418331360242,3.0346675195765,1.0577730458969732,Endothelial
100.9.042,-0.2543656378274998,-0.029364120451070338,1.246783636779147,Endothelial
100.9.045,-0.7245794100759629,3.3091374050087787,1.2462790523107847,
100.9.057,-2.595346933107739,5.679505632065847,-0.9574941674276096,Endothelial
100.9.061,-1.5816086566936003,4.8596840065754385,0.21228714504162874,T_CD3
100.9.071,-2.598597636293152,5.969235670055391,-0.23696692796148314,T_CD3
100.9.075,-1.3451836628241087,3.3175723359654654,2.3390112937792384,B
100.9.076,-0.9492120776161245,2.6835083582473787,0.10162788333218102,Endothelial
100.90.021,-1.163525551204988,3.721553082911343,-0.3601106492767805,Smooth muscle
100.90.028,-1.6855798828714292,6.731612856628431,-1.784422313646132,Epithelial
100.90.036,-1.4236735260285964,3.441700418982279,-0.7469681762701832,Smooth muscle
100.90.042,-1.189697689670381,2.123909654653457,-1.9318356352322112,Epithelial
100.90.072,-1.9468699438113637,5.56705509012439,-1.521349926576447,Epithelial
100.91.042,-1.405825517137391,2.6148218184453804,-2.031126641280346,Endothelial
100.91.054,-2.6094737409346265,2.245225159145991,0.47940250491447184,Endothelial
100.92.015,-1.4234080128090665,3.8234009228134864,-0.5581206558269738,Epithelial
100.92.028,-1.743207053526897,4.541590143762555,-0.17660771676148157,Epithelial
100.92.036,-1.7450868503755035,3.9762833036935517,-1.7153943563638647,T_CD3
100.92.042,-1.547822647993982,2.552838159888755,0.05995166222471716,B
100.93.021,-1.8015332343997517,5.249511689104241,-1.3627565265508381,Epithelial
100.93.028,-2.927355755053991,6.810679067342324,-2.142277229961511,Epithelial
100.93.036,-1.4332635498499744,3.3271856507780138,-1.8361767092800272,Epithelial
100.94.028,-1.5249284488056483,3.87044453663321,-0.7458877203914296,Epithelial
100.94.036,-1.6810031833359347,3.232082062061483,-1.7976332760364144,Smooth muscle
100.95.001,-0.06963179945034834,2.8866053660256497,-0.7079830711886832,Epithelial
100.95.018,-1.1462466286999253,4.088826042747646,2.8945618579325387,B
100.95.028,-1.7910717088771442,4.079945348619489,-2.374718284575796,Endothelial
100.95.036,-1.080933792931412,3.5476302154816564,-1.6364809373732396,Epithelial
100.96.001,-1.7154385515244717,4.214365155608735,-1.3088920741055987,Epithelial
100.96.018,-1.1196447203707707,3.790925507074629,-0.37388706705160435,Epithelial
100.96.054,-0.8052554785596223,2.7881800233535516,-1.9177531925546665,Smooth muscle
100.97.021,-0.8646687237384418,3.7236640625888033,-0.5331308881894204,Epithelial
100.97.033,-0.7095997036628547,2.0829461782759977,-1.172709922441741,
100.97.036,-1.6523916029694332,6.479994815274634,-0.8443722191730443,Epithelial
100.98.033,-0.4784973661237493,2.7567716717327873,-1.9986516688284302,B
100.99.033,-1.2172216533325222,4.960594381043961,1.4502876223198817,B
313.1.001,-2.1778078727839763,-1.4997229288138683,4.468705744889238,Endothelial
313.1.027,-0.9901302251148982,-3.017947116389198,5.239672305962868,Macrophage
313.1.045,-1.4603520471617975,-1.6105878841137504,3.606252547595797,T_CD3
313.1.051,0.06950439298352742,-1.4393331941621017,6.466753952516666,Fibroblast
313.1.054,-1.1659962867225784,-2.0740252576052254,5.424747389005223,Fibroblast
313.1.064,-2.6621859593960346,-1.6737313759980708,5.634301309799456,Macrophage
313.1.078,-2.2388534728654426,-2.516400415504877,5.487612913936773,
313.1.079,-1.8009350441872531,-2.5421937181248464,5.895133161805373,B
313.1.104,-1.403256556631648,-2.4075465301443004,5.9292568759438025,
313.10.021,-2.9930318783259517,-0.8831092715342729,6.091131859351297,T_CD3
313.10.022,-1.339527705658055,-1.5234508445580275,5.507189128992978,
313.10.028,-1.7763082202609506,-2.663682078140559,6.583010161637544,Macrophage
313.10.042,-3.6257199358921435,-2.2376951671700063,6.267085633422121,Macrophage
313.10.044,-1.781044282123455,-2.287175105175686,5.399031417413912,Macrophage
313.10.045,-2.898995010820669,-0.17195486180922054,1.2590620979728135,T_CD3
313.10.053,0.8044874422665265,-2.037309868903791,1.526653907042862,Fibroblast
313.10.063,-1.2753297168660713,-0.10735687934206697,3.6423263277585787,Fibroblast
313.10.079,-1.0481841203176476,-2.652672587912856,4.544508341200824,B
313.10.081,-1.130666879430719,-1.475012213978191,2.432404428453942,Fibroblast
313.10.083,-2.604667367767567,-2.6637599832582204,4.660744908663311,Fibroblast
313.100.053,-2.118936659136162,-1.4923015606010699,1.0487284744619396,Endothelial
313.100.066,-2.5101214767171762,-3.7832988446465183,2.0367192433757655,Endothelial
313.101.054,-1.2794036957105428,-0.6485980206234295,4.646281385088297,T_CD3
313.101.104,-0.212607168870755,-0.2787186734945977,4.210263340766833,T_CD8A
313.101.105,-0.7319512513133057,-0.13911358586095307,0.979040988026427,Fibroblast
313.102.066,-1.9138991632324163,-1.8237380509789303,2.7621215214418564,T_CD3
313.103.066,-1.8933184206077613,-1.3091748249400192,2.4112630533191135,
313.103.107,-1.229530227567932,-2.707780103505521,3.04344607288755,Fibroblast
313.104.054,-1.3012874708355053,-0.49049151280689124,4.762404309165361,T_CD3
313.105.107,-0.984742979067835,-3.601972633475385,2.282063837007472,Fibroblast
313.107.104,-1.9265133868659987,-1.018019169386001,6.045139970404306,Endothelial
313.11.021,-1.38964299146031,1.3352880539576968,1.17293513655948,T_CD3
313.11.022,-0.8357783547585049,-2.2193960209550383,4.906065033914698,Endothelial
313.11.025,-2.590584088834669,-2.746108142095234,3.977100102282754,Macrophage
313.11.041,-2.5180137767275586,-1.3096144111310564,5.436423696028653,B
313.11.042,-2.8777824858111423,-2.9774508326662827,5.876335155810704,Macrophage
313.11.044,-2.3516237638595325,-2.43927326400498,5.184371330551038,Macrophage
313.11.045,-1.6556361510763633,-0.1432467912700549,4.256744196323066,T_CD3
313.11.055,-2.9521934980763973,-1.9264014241067824,5.429208266978251,B
313.11.065,-2.9679414188168547,-2.4399301302327805,3.3904792062000637,Macrophage
313.11.066,-2.582576358549511,-3.889579096058428,6.341908776335681,B
313.11.067,-1.7676917387869926,-2.3413115219675866,4.744879850165492,Macrophage
313.11.079,-1.2292146798338617,-1.7537058522904596,5.139971783745748,B
313.110.107,0.4543156807827328,-1.7563836298823814,1.7244839338255649,Fibroblast
313.112.053,-2.656597991513998,-2.4019940067610728,2.463346399390113,T_CD3
313.116.066,-1.6033627942875923,-3.015368751864923,3.4442780092352794,B
313.116.105,-0.39889034063010437,1.34334090098424,0.7227454530629731,Fibroblast
313.118.066,-1.2392545849307037,-1.5405842841840647,2.0467828162918726,B
313.12.021,-1.3984129493872097,-3.1676383696138877,3.1408925223035533,Endothelial
313.12.023,-2.6134600516533624,-2.3864492396233548,4.336737136805992,B
313.12.041,-2.454868848902075,-2.628062414619141,5.4157451095090785,B
313.12.046,-1.8217161766063916,-1.8329659454282936,6.457030145414748,B
313.12.051,-0.543689460311869,-2.1152739414309316,4.257257011801939,
313.12.054,-0.6207468492440964,-1.8089100273011447,5.983987306914526,Fibroblast
313.12.078,-2.513698441091558,-3.313503718160078,5.221150572190941,Endothelial
313.12.079,-1.6945171491239532,-3.198612471210096,5.10114896090734,B
313.12.083,-2.4860535592603377,-1.8907665111806724,3.3984536016804245,Fibroblast
313.12.085,-1.872385715276366,-1.6445747136146887,2.916607837477995,Fibroblast
313.12.104,-1.7517611345554187,-0.7318494864936615,5.06506904840103,T_CD3
313.12.105,-2.444173846013225,-2.062532809490526,4.384533402352093,B
313.13.023,-1.8379251820007363,-1.8702690554223527,4.958364128330564,Endothelial
313.13.027,-0.36252574912056307,-2.0276463435597325,4.120087004890116,Macrophage
313.13.029,-2.85062807900726,-2.736825381012889,6.415412674959228,Macrophage
313.13.045,-2.3921913295577615,-0.6644846298244157,1.9105139136351208,
313.13.064,-2.5913609090676553,-2.335068342813198,5.8343711478850055,B
313.13.067,-2.165740952730812,-2.0934096573154015,4.68195120373815,Macrophage
313.13.08,-1.5749437149422634,-2.1899532246704068,5.483931248512185,Endothelial
313.13.105,-1.989172913912678,-1.057141013834793,4.695236602049573,B
313.13.106,-1.9088444088383358,-1.555962448562942,3.3090968480534393,
313.14.024,-2.1137097911900673,-2.8899497240565752,6.056029485875953,Macrophage
313.14.027,-1.262884247901098,-2.852765084299949,5.258343800451138,Macrophage
313.14.028,-1.9402813831419725,-2.984210481327332,5.87320300342725,Fibroblast
313.14.029,-1.4892720103065047,-2.3745644690461587,2.6727096977704976,Macrophage
313.14.052,-2.192076709678711,-2.9968720533827704,4.945251100445853,
313.14.055,-0.4156915517916842,-1.77222357956161,4.179101163863725,Epithelial
313.14.065,-1.8253128459196732,-2.720207426222964,4.926357428893123,Macrophage
313.14.08,-1.672904817027017,-2.0040313451031997,6.632137705154209,Fibroblast
313.15.026,-1.8838081353120733,-2.332069319441683,5.281945614149631,Macrophage
313.15.045,-1.5276921115498905,-2.2071283761472613,3.531763811814546,
313.15.055,-0.4598861159558497,-1.6195536873928096,3.902274635770321,Epithelial
313.15.065,-1.8250603712112836,-2.6551150820860943,5.265892654486126,Macrophage
313.15.067,-1.1365749724140188,-1.5770345739820932,3.8804261077186695,Fibroblast
313.15.079,-1.2412668912163576,-1.6383260316023844,3.85253591991834,Fibroblast
313.15.08,-2.562597271796268,-1.5705343395432205,5.799883443389871,
313.15.082,-2.589691540895328,-2.931846891418046,1.8851407332897516,Fibroblast
313.15.083,-2.4566008356202476,-3.458749599700716,4.047317067222655,Macrophage
313.15.085,-1.6087670125809583,-0.6274313930076965,1.5233195107777433,Fibroblast
313.15.088,-1.713945849159241,-3.8661004953509837,5.628011482236914,Endothelial
313.16.023,-1.3491926661889122,-2.0278263182795393,1.9137222438872605,Endothelial
313.16.026,-1.9194415657313142,0.27579143616799523,2.0145642130878416,Macrophage
313.16.027,-2.56772943631994,-3.1160383232777584,4.874501422555339,Macrophage
313.16.042,-1.6935756013743124,-1.9147912246302747,4.886667982903894,Endothelial
313.16.044,-2.7232086135075004,-2.2220205389829712,4.808605478896245,Macrophage
313.16.055,-1.353858146390014,-1.8037662595808506,3.7453308998637467,Epithelial
313.16.065,-2.234670936118913,-1.778456900587932,4.779099419995269,Macrophage
313.16.077,-1.8253446085259637,-1.1104941700540878,5.751716482258372,B
313.16.079,-1.0291972068127324,-2.6352978644446554,4.814885523282095,B
313.16.085,-2.853802934019679,-2.062739849921736,4.86111236969773,T_CD3
313.16.086,-2.3961484031779188,0.28862254541513654,5.60528382188054,T_CD3
313.17.021,-1.9095969612579369,-1.3395490764957618,5.552929902136847,T_CD3
313.17.028,-2.0059028067087334,-3.0963552537123236,6.271565223342644,Macrophage
313.17.043,-2.708565819872976,-2.1294970791019168,4.371957177146608,
313.17.052,-2.024759320342496,-3.1486207009136757,4.922000525173306,Macrophage
313.17.054,-1.8583465273420514,-2.6315685140566547,4.707133522944577,Macrophage
313.17.055,-0.8793360106670886,-1.9812064560760207,3.476788314500048,Epithelial
313.17.064,-2.3106935401316733,-2.4347700416706353,4.9509038107329015,B
313.17.065,-2.8133279335722428,-2.673022442128664,5.851950999187654,Macrophage
313.17.067,-1.5430676929345961,-0.955078958155547,3.9051257324374524,T_CD3
313.17.082,-2.4544947472032907,-2.112840732666049,2.718306004403364,Fibroblast
313.17.105,-2.086993258093371,-2.226511642400987,0.8219432393643346,Fibroblast
313.18.0,-2.5487726193114075,-3.0547505656874483,4.144393980476706,Fibroblast
313.18.025,-2.654731039465915,-3.9340761297230658,6.436744458109148,Macrophage
313.18.028,-0.7994834115619547,-3.0583651500887115,2.9573578986338527,Macrophage
313.18.041,-2.716127577901518,-2.4249254649932257,6.512504766594532,B
313.18.053,-2.2338648778870196,-2.950898006853903,3.863103065705844,Fibroblast
313.18.079,-2.141950859633432,-2.374582651174962,4.7458702182550425,B
313.18.085,-2.9422957320914005,-1.6704874696352383,3.655303637221957,Fibroblast
313.19.0,-1.7766027624302037,-1.8269446793364126,4.613445152353749,Endothelial
313.19.028,-1.7822468171542047,-2.7515392664357115,5.6081290210055,Macrophage
313.19.041,-2.36291470172012,-2.263325152209169,5.731930258206049,B
313.19.044,-2.3893135548763937,-1.6243163649170116,5.174417847937972,Macrophage
313.19.055,-1.9812368782189402,-1.0275664816674863,2.464657324431381,B
313.19.082,-2.7267679653949974,-2.003519186730787,3.4653928754722223,
313.19.087,-2.2991523530049864,-2.3754059276145285,3.8845114013568316,T_CD3
313.19.104,-2.1331002635055603,-0.8961825229218028,4.786771706762027,T_CD3
313.19.106,-1.223690394724791,-1.373049225033514,3.60554178422237,B
313.2.021,-1.877561537398377,-2.1848081889405853,5.099140334579002,Endothelial
313.2.027,-1.5712766109288814,-3.4993568621405355,4.653463309110009,Macrophage
313.2.028,-2.104976521023759,-2.9658010765226765,5.598704023441899,Macrophage
313.2.044,-2.304003118194513,-2.6433615691581296,5.294715555395936,Macrophage
313.2.051,-1.3554765002227342,-2.256346650341948,7.769228507741258,Fibroblast
313.2.052,-1.809222303927163,-2.4284237635137056,6.508220088035244,Endothelial
313.2.053,-2.173516966382909,-3.0462403752508647,5.713967172153638,Fibroblast
313.2.054,-0.7625882666285655,-2.0515781768360117,5.961992577452416,Fibroblast
313.2.066,-2.201862583941378,-1.5927836345882969,4.967617071944437,
313.20.021,-2.450550510933516,-1.300638626179925,5.432684878568211,B
313.20.022,-1.64431699914213,-2.5704862333250724,4.330831515448672,Fibroblast
313.20.024,-1.9676391786933145,-1.8532886180022303,3.9232384430240463,Endothelial
313.20.026,-1.8845210241208674,-2.19348550427987,2.4101694279683303,Macrophage
313.20.027,-1.25597968758888,-1.9335000418103108,5.033030798705308,Macrophage
313.20.028,-1.3378016317885457,-3.0707655374096596,4.5503808448942715,Macrophage
313.20.041,-1.5712349255660336,-1.0837409556933322,5.099726497374293,B
313.20.043,-2.358005421572947,-2.774262466360293,3.6617215623723793,Endothelial
313.20.044,-1.6259576638514144,-1.492251003293458,4.494764108053532,Macrophage
313.20.052,-1.9117387976548863,-1.5602984206795583,4.450002693157986,Macrophage
313.20.053,-1.9944945183376757,-3.0732309423906727,3.1043378381889193,Macrophage
313.20.063,-1.765062236813539,-1.0653497027128565,4.283141972919978,T_CD3
313.20.064,-2.316550219808338,-2.6974720029744086,6.639045339384961,B
313.20.078,-2.22953990786149,-0.0869837184065063,3.8095808621415763,Fibroblast
313.20.079,-2.533172736523669,-1.2098871341363666,3.9167956744041783,B
313.20.081,-2.967669338332367,-2.6465256167012847,3.4077893466223292,Macrophage
313.20.082,-2.617568116019226,-2.06958747243064,4.013452336876069,Endothelial
313.20.085,-2.1606928796917333,-2.024068711474843,4.5594491295028705,Fibroblast
313.20.106,-2.8331884489052186,-2.6179262278875353,4.658302793197239,B
313.21.02,-2.4031419785071004,-1.9100369587400108,4.918757635567244,T_CD3
313.21.028,-2.010995901849338,-3.0075860795431026,5.768150525198848,Macrophage
313.21.041,-2.645327979636039,-1.8240034206222555,4.227776020166936,B
313.21.042,-3.3991080392833166,-1.9720395093102054,4.848984880813501,B
313.21.044,-1.6165061532940548,-1.4725900551909548,4.705535648419535,Endothelial
313.21.054,-1.8809502981873458,0.013335284079217137,2.55363131022907,T_CD3
313.21.064,-2.1901859889780795,-1.9119747820021042,4.508032010336044,Macrophage
313.21.078,-2.354387495052553,1.1272031719977469,4.000884376286392,Fibroblast
313.21.079,-0.6658718459982891,-1.2885713101446898,4.263848189243223,Fibroblast
313.21.082,-1.176090161736221,-3.080795136841691,3.213382848329228,Endothelial
313.22.0,-2.9245241636384036,-2.2987492023402467,2.9115259395025075,Endothelial
313.22.025,-1.7044266043277834,-2.3067392037292214,5.245333935662617,Macrophage
313.22.026,-1.9408260779016122,-1.0543709820764497,4.341105490993074,T_CD8A
313.22.027,-2.217151656242461,-2.337721468355565,5.579763680072699,Macrophage
313.22.028,-2.117405397034598,-2.5444593464801386,5.666460965073014,Macrophage
313.22.045,-1.8627263677634174,-2.411092657490212,3.4679287117364814,Endothelial
313.22.046,-1.2045046631015808,-2.720969271994118,3.8973583882910257,Endothelial
313.22.051,-1.6682281345823748,-2.013139643117876,6.295468416860449,B
313.22.052,-1.746026129912379,-2.776864049431582,5.339053089151559,Endothelial
313.22.053,-2.2157841984726905,-3.293662128644569,4.485830528626678,Macrophage
313.22.078,-2.478064410310969,-1.5745247931896023,3.600687744908534,Fibroblast
313.22.081,-1.3560337831823368,-1.034912657082993,3.0103512370379377,Fibroblast
313.22.087,-1.117775084910697,-2.062008113511385,5.720982008042695,Macrophage
313.23.023,-1.4381095174951368,-2.009701898925319,3.5917593961923315,Endothelial
313.23.043,-2.5009244662464676,-1.5830659928215733,4.10646079356339,
313.23.044,-2.148468287493972,-1.4444589588462002,5.025452780100709,
313.23.046,-1.3838939718003636,-1.7798246209511763,3.769089797148747,B
313.23.051,-2.058459896363431,-0.8204448706941433,6.522375760880417,T_CD8A
313.23.054,-0.8641696187443775,-3.430584238733396,2.948815983343767,Macrophage
313.23.066,-2.275318315126964,-2.924480456428537,4.774870465528382,B
313.23.067,-2.2433702290920796,-2.0941220941121705,2.091482382746464,Macrophage
313.23.078,-1.9273169945620168,-3.1410293827384224,4.905573994535977,Endothelial
313.23.08,-2.324636105629793,-0.4321847572210121,4.395473428068959,T_CD3
313.23.081,-2.032840874648807,-2.4494236156553164,5.158345990588371,Fibroblast
313.23.088,-2.083411700502241,-0.23134304537047268,4.6191661255995395,Fibroblast
313.23.106,0.8619597142474653,-2.4321368317492733,1.3962728168931582,Fibroblast
313.24.02,-2.0983229857725263,-1.7647966455134676,4.753759222392564,B
313.24.021,-1.090461961650265,-1.7674632763902975,4.745468644421295,Endothelial
313.24.026,-1.9360146103550662,-2.5373265101829547,4.189846464422114,T_CD8A
313.24.041,-2.360764783560334,-1.1668174955558421,5.100460499030506,B
313.24.044,-1.820124918895644,-1.5447272377448131,4.3437715821740035,
313.24.052,-1.8452421398618757,-1.3983260846991685,3.53382208225737,Macrophage
313.24.055,-1.9497027659762707,-1.8633582231024826,2.109893102867106,B
313.24.065,-2.278055617928713,-3.431500099569603,5.838443239293107,Macrophage
313.24.067,-2.4325481002820926,-2.0015249096465313,4.271814473084727,Macrophage
313.24.078,-1.7393884143453484,-1.7467372998875499,4.378066843396553,B
313.24.079,-2.867815339782129,-2.070187219133348,3.6447468314266454,B
313.24.08,-3.6493212697088353,-0.4858287685183149,3.578232508095627,T_CD3
313.24.104,-1.6389474408886522,-1.927593029183873,5.035905201141109,Fibroblast
313.24.105,-2.914744377458173,-2.167780073128986,2.4370974737539006,B
313.25.022,-1.8749089347897419,-2.960371556634942,4.103168065650863,Endothelial
313.25.028,-0.9500888954300147,-0.31711265234354763,0.8753344275457713,Endothelial
313.25.041,-2.2274580552733343,-1.6204333286860235,5.416901927461737,Fibroblast
313.25.044,-2.222480030250922,-1.8424446522421538,5.1111994031583325,Macrophage
313.25.046,-0.5357988894532572,-1.4987009557510629,5.410416355592997,B
313.25.067,-2.815363411238626,-1.3547387354776264,4.6526049258049245,Macrophage
313.25.078,-1.6673772088526517,-2.1776356735523072,5.034176150101651,
313.25.079,-1.527693187929391,-2.0849683925195106,3.7736280259955572,Fibroblast
313.25.081,-2.131895650578484,-2.9187965517598147,5.080269131764291,Fibroblast
313.26.021,-2.4882803494210535,-1.2998941967331439,4.2337952630136515,T_CD3
313.26.028,-2.655226345075837,-2.8747533829502716,4.444933887376978,Macrophage
313.26.042,-2.390429265489849,-2.680350182358574,5.309570799545964,Macrophage
313.26.055,-1.4443451247958246,-2.192325793168407,3.705254530615581,Fibroblast
313.26.066,-1.8619772297785633,-2.8019414699399965,4.327771441416579,Endothelial
313.26.077,0.9277973172534476,-0.5147361424096625,1.8922024510257867,Fibroblast
313.26.079,-1.9114829059700085,-1.2353508246186795,4.439651003894218,B
313.26.081,-0.9584767157701994,-3.407041475182771,3.0372582696344117,Epithelial
313.27.026,-1.6372325176275857,0.6842831010777001,2.3642146361314333,Macrophage
313.27.027,-1.966225284405763,-3.112503937403044,5.764407753231444,Macrophage
313.27.045,-1.843792369589271,-1.579892363098613,4.990781102438739,Endothelial
313.27.046,-0.8819288155673528,-2.055729461732404,5.97584048728909,Endothelial
313.27.052,-2.032125597270501,-4.011274762323814,4.388286040073006,Endothelial
313.27.064,-2.6870557104979427,-3.475065010821823,5.405362298883638,B
313.27.066,-2.0111222245797147,-3.1678742126912494,3.040970798836003,Endothelial
313.27.078,-2.3095408432233766,-1.4131822616954668,5.502285906844225,T_CD3
313.27.079,-1.5907752971373403,-1.5007520910286396,5.893736115587083,B
313.27.104,-0.9903771723877322,-1.9949238823531128,3.9920970858169453,Fibroblast
313.28.022,-1.6531129542733147,-2.4339217647815086,3.8292275707023196,Endothelial
313.28.025,-1.5399930089622953,-2.603270810343898,5.310779090862208,Macrophage
313.28.043,-2.2484782858513412,-1.0463324637827511,3.7904564483267524,
313.28.044,-2.2060363838299244,-0.06644051020914837,4.123587845411473,Macrophage
313.28.046,-0.7133695849073893,-3.1697963706039776,5.1820036631664,Endothelial
313.28.052,-2.046834876737573,-4.1180506493438385,6.1625123482480735,Macrophage
313.28.053,-1.2485664304952422,-3.039598955310325,6.424507718234214,Fibroblast
313.28.063,-2.499841899940626,-0.7169086150739963,5.587115802825121,Fibroblast
313.28.064,-1.7801919177992307,-1.7370912113567831,3.9821571853336653,Endothelial
313.28.067,-1.375705667563191,-1.9684706126233698,4.296164062022346,Macrophage
313.28.078,-2.188264477348772,-1.7649922284078157,5.394384117322622,T_CD3
313.28.08,-2.466026560941721,-1.6198774142094583,5.311415084129244,Endothelial
313.28.085,-2.259277553487485,-1.628805127727716,3.1246648878783145,Fibroblast
313.28.087,-3.103150283811478,-1.2478435302941349,3.622093858089764,B
313.28.104,-1.6627781704155744,-1.4869931502529923,3.564627173106873,Endothelial
313.28.106,-2.5747345899330263,-1.8113663893340082,3.867609742928351,Fibroblast
313.29.027,-0.7805734935149063,-2.2865355856996095,5.963142887474151,Macrophage
313.29.043,-2.262503127672691,-2.8114682483476083,3.5954058400570426,
313.29.051,-2.083142184879999,-0.7903284234515463,4.9184863263282095,T_CD3
313.29.052,-2.2846663432858776,-3.4490291366531345,6.15858947132169,Macrophage
313.29.065,-2.0804429408151175,-2.101132999262256,5.295261276842845,Macrophage
313.29.079,-1.0337654633140663,-1.5276475167610857,3.796787068949773,B
313.29.104,0.45971398303642075,-2.183678797941468,3.9946329909910694,Fibroblast
313.3.021,-1.5084029181962402,-1.8583434313687168,5.562437060713973,Endothelial
313.3.022,-0.853606929388242,-1.8411277676368676,3.782126458970829,Endothelial
313.3.028,-2.355153733220324,-2.9039303143538815,4.2777310159629724,Macrophage
313.3.044,-2.2907390665796816,-2.3677374404432436,5.854320802919392,Macrophage
313.3.052,-2.5201868822866524,-2.740245363807119,5.178195995137507,Macrophage
313.3.053,-1.467278859518215,-3.392706743239862,5.016796879164029,Fibroblast
313.3.055,-2.6926493515018692,-1.9386743530459207,4.278083612539852,Macrophage
313.3.067,-2.4975630900469303,-0.4182298650091187,2.462074026031776,T_CD3
313.3.078,-1.2956006964084872,-0.6971985748060298,4.767452709654841,Fibroblast
313.30.0,-2.8724994007459843,-2.996594776513639,5.174648417662812,Fibroblast
313.30.021,-2.007708137561571,-3.4219254683647105,4.056332771232968,T_CD3
313.30.022,-0.8681056863218408,-1.7185169176921957,3.070275858501419,Endothelial
313.30.024,-3.0479740507130653,-1.2209116426862163,5.105945387375135,T_CD3
313.30.043,-2.3677212015893656,-0.9828364113064612,5.20217347281654,
313.30.045,-2.6620778638076006,-1.711063417693643,4.123539365188428,T_CD3
313.30.055,-2.284976833781651,-1.5831814564935938,5.110030615755528,T_CD3
313.30.066,-2.3921805862908645,-1.8557742533892179,5.142210231836372,Endothelial
313.30.079,-2.3626026630986923,-1.0360332812971764,3.879296573841086,B
